Name,Symbol,Price,Market Cap,24h Change (%),7d Change (%),Volume 24h,Circulating Supply
Fractal Bitcoin,FB,0.40631282826096604,37081033.046870805,-0.53304083,-3.87067624,4250203.37977,91262274.94607788
Tether EURt,EURt,1.015675771758487,36957739.66720874,-1.58802315,-11.09528985,1020568.82018362,36387340.03
Anoma,XAN,0.014775170988800837,36937927.47200209,1.27805996,-23.13717126,13797742.72037654,2500000000.0
AI Rig Complex,ARC,0.03685999084787351,36859928.8862289,-19.54369559,10.38893597,17075820.29074721,999998319.0
Liquity,LQTY,0.3838989789175842,36662805.40348741,-7.60815465,-10.32263782,5666079.58868552,95501179.78135653
IQ,IQ,0.0015161165813152434,36647609.73176331,-4.99136154,-14.56677508,1539032.65590022,24172026203.928997
Velvet,VELVET,0.1984247179302606,36599247.61371318,0.30222849,2.2046105,7048609.10687775,184449034.35153955
Usual,USUAL,0.022960461273606774,36212913.28574865,-4.2083815,-4.21402568,24357629.4862029,1577185791.44469
Lista DAO,LISTA,0.1417029253134558,36128187.90386791,-13.31557397,-19.62093131,9796474.08386695,254957248.2286451
Swarm Network,TRUTH,0.017245997609343446,35963170.21855122,3.17298567,-22.72043287,7836945.3997641,2085305300.0
io.net,IO,0.14140733468487796,35781919.21912527,-10.8912817,-13.8413207,18545108.54761558,253041465.62739632
OpenLedger,OPEN,0.16511364959434327,35581991.48758098,-14.5968203,-18.67284665,9620464.75885414,215500000.0
Celo Dollar,CUSD,1.0000122209832976,35554600.12622473,0.00062017,-0.02669422,1321462.61075277,35554165.61936053
Osaka Protocol,OSAK,4.7350183106935586e-08,35553819.61360166,-4.28249966,-23.39044715,33351.49961542,750869738630302.0
Corn,CORN,0.06726296661776572,35313057.474327005,7.41871225,-10.65622105,5381159.23190385,525000000.0
Space and Time,SXT,0.02519537090173916,35273519.262434825,-3.52021874,-7.66657415,10647673.00380265,1400000000.0
Blast,BLAST,0.0006764465331217049,35116983.61550834,-6.83405635,-20.15533132,3755697.65280282,51913908780.71093
Metis,METIS,5.12021638124128,34868337.37308596,-10.23322736,-17.59006021,6188833.03457672,6809934.342
MiL.k,MLK,0.06715505935138097,34790024.9499341,-5.31838705,-13.2509386,533407.6123466,518055159.0
API3,API3,0.40217207653895115,34756506.35086355,-8.76072748,-17.31142749,13900962.28360444,86421978.0
YieldBasis,YB,0.3951375089928732,34739172.79733594,-4.24767738,-10.63865907,18587193.02344406,87916667.0
Banana For Scale,BANANAS31,0.0034536345398266744,34536345.39826675,-4.69107968,10.38026586,20570778.2608837,10000000000.0
Lumera Health,LUR,3.0198416697436437,34443350.75560335,4.59942352,-1.0172399,1551.01645728,11405681.0
Chromia,CHR,0.0403821802329405,34332199.29720674,-8.14311291,-21.57537007,4220184.80385488,850181914.378197
Quack AI,Q,0.013066767641504527,34283567.27047545,5.54967205,-12.15749495,5463356.06290265,2623722117.9
DEAPcoin,DEP,0.001145908316316339,34254522.710335545,0.9738917,-0.02172397,1513034.76391463,29892900001.32895
Taiko,TAIKO,0.16069468147767624,33823605.01057725,-4.37969981,-12.79440264,3133841.41323003,210483661.9329933
MobileCoin,MOB,0.16987720381932522,33703590.86127748,-1.30215204,-9.59411571,18670.64455622,198399727.0
Secret,SCRT,0.10290719127994309,33660207.20535767,-7.62285046,-18.84909058,2519147.54793031,327092857.036495
哈基米,哈基米,0.0336322301780103,33632230.1780103,5.03128684,31.00926729,7555844.25684665,1000000000.0
Symbol,XYM,0.005376690462485079,33509835.081288133,-3.06364462,1.70952514,415617.82314919,6232427794.587985
Global Commercial Business,GCB,0.027778963534056678,33386001.38312337,1.37620964,1.10436067,5493.11729397,1201844746.3740873
Steem,STEEM,0.06237097935137966,33358564.29960358,-4.43633812,-11.96490675,25483662.32429072,534841117.56
NYM,NYM,0.04048014405780952,33327980.741827942,-1.84287084,-17.99415106,1851781.80175879,823316752.386859
Gigachad,GIGA,0.003569653473164175,33206386.90480291,-6.87531119,-20.84003481,2095442.81643032,9302411888.0
Constellation,DAG,0.01155528479227249,33203513.650366366,-1.68915395,-14.26392479,5905602.27003542,2873448318.0
TokenPocket,TPT,0.00956192603256198,33146009.253827117,-1.36350883,-8.59899343,96281.03964398,3466457400.0
WAX,WAXP,0.007342723256137255,33117844.82230632,-6.1574122,-16.10348656,1550478.52885822,4510294568.793056
Ontology Gas,ONG,0.07604481589633501,33028665.219354756,-5.77875068,-13.07672731,3315993.81818553,434331582.3708448
Zentry,ZENT,0.004164476841108811,32856106.674274117,-1.43153928,-6.35961305,17353806.64800179,7889612051.612713
XPIN Network,XPIN,0.0018418873461734573,32458108.58604662,-2.49364858,0.54807708,4876617.39586555,17622200757.0
Across Protocol,ACX,0.049143851117031595,32375197.740456082,-8.74951055,-8.95310736,3998374.81737192,658784303.7241323
Manta Network,MANTA,0.07128158518530997,32335932.25979011,-5.39947878,-16.79341715,6917865.69128393,453636548.2856019
Cobak Token,CBK,0.32412418388023173,32149170.235986773,-4.62496982,-9.60021567,6763520.24267212,99187817.0
Mango Network,MGO,0.020027877292499986,32103947.49011817,-0.15511067,0.0263696,6207654.87418321,1602963061.0
Gains Network,GNS,1.2135572443025546,32063478.709006414,-3.51065304,-8.4049875,3786619.24725031,26421068.1939719
DIA,DIA,0.26747217590049865,32010027.94017437,-9.28108356,-16.38402856,6718240.39356874,119676104.0
USDB,USDB,0.9934897113412177,31965232.44598124,-0.41583408,-0.55999813,332569.63577996,32174699.02413782
Propy,PRO,0.3195409505720048,31954095.05720048,-7.43247475,-22.45154495,7351360.68322058,100000000.0
Aevo,AEVO,0.03473806440733657,31814350.844084032,-8.21895587,-18.07069047,18150830.0147832,915835449.8693641
Marlin,POND,0.003851514113525651,31690315.42121301,-5.4281609,-9.80660947,1240584.37851466,8228014876.0
Goatseus Maximus,GOAT,0.03158789873249458,31587460.932622615,-7.50554979,-18.16232902,7577120.98809809,999986140.266066
Aergo,AERGO,0.0643764128848215,31544442.04118086,14.10296478,22.62798555,46664209.21547121,489999995.7689212
Ampleforth,AMPL,1.1153278513406373,31535330.1946326,-6.83857399,-11.15979139,88773.89091314,28274493.6
Sapien,SAPIEN,0.12470700794657497,31176751.986643743,-9.10228963,-11.7592007,10795845.90496293,250000000.0
Lucidum Coin,LUCIC,0.18981353767394654,31149425.57633038,-5.09586484,-26.08328614,101865.57055952,164105395.0
QANplatform,QANX,0.017503177745555386,31082702.430316344,-0.25085229,-6.17769075,232662.94283351,1775831959.325742
Bounce Token,AUCTION,4.711120392618121,31047846.870076966,-6.32180295,-11.63144018,7841442.27330057,6590331.870679
Aurora,AURORA,0.046566440849757494,30929609.75887061,-8.19067006,-14.95825497,1218825.00308486,664203860.0
CoinEx Token,CET,0.04317338603465632,30594111.192807283,-1.86474785,-5.99054555,97457.87090881,708633582.0
SATS (Ordinals),SATS,1.4474414695081564e-08,30396270.859671284,-7.10583423,-9.64844197,9035301.34164059,2100000000000000.0
DarkStar,DARKSTAR,0.10360933776530952,30392072.48023035,-2.2393044,-3.28453804,9751.63743091,293333334.0
Derive,DRV,0.04099013814589916,30231443.592871215,0.16135478,25.0514297,322301.57333196,737529683.0
Braintrust,BTRST,0.12521495305630803,30220351.193374064,-0.34697287,-4.82613476,124469.42861305,241347782.0
Rootstock Infrastructure Framework,RIF,0.03009437043357089,30094370.43357089,-7.4317562,-14.09448951,1324912.52794689,1000000000.0
Metal DAO,MTL,0.33907149293452,29722917.216694396,-5.42254575,-16.95459597,929352.67223615,87659735.0
elizaOS,ELIZAOS,0.0039717732079465355,29717601.496497568,-8.57982414,-22.39728383,13458802.85565105,7482200000.0
Treasure,MAGIC,0.09358426734096774,29699668.806504313,-8.54403435,-12.82459291,11812850.37022911,317357496.62168795
WINkLink,WIN,2.986497422555556e-05,29676880.41419037,-1.31223382,-25.95518464,21542900.92183851,993701859243.3864
Orderly,ORDER,0.08415951524275156,29635165.580868855,-8.65049296,-18.06414606,4351230.51031183,352130896.8497327
IAGON,IAG,0.07853758124330362,29531735.384417288,-7.15123175,-15.38342685,145327.72710286,376020434.0
Tokamak Network,TOKAMAK,0.6727495493701632,29494318.42223274,-2.84823137,-7.89230075,1117310.64140176,43841454.0
GaiAI,GAIX,0.17964751309893104,29492133.46029035,-2.49752187,-7.62908408,245957581.5304276,164166667.0
tokenbot,CLANKER,29.891786290538324,29481588.986417565,-9.38911208,-21.91000859,9259938.95778411,986277.25689814
Xai,XAI,0.015454868909982728,29446374.909110434,-4.23676976,-9.79355779,9945559.25690104,1905313793.3826282
SKYAI,SKYAI,0.02936892888778845,29368928.88778845,-1.75517376,-7.18676684,6502038.22617131,1000000000.0
Mind Network,FHE,0.08354913674646319,29325746.830910306,-9.64336832,42.91536856,20795275.28462685,350999998.0
USD CoinVertible,USDCV,1.0001313861359644,29135277.46865054,-0.01745207,0.04024317,98690829.62035477,29131450.0
MetaArena,TIMI,0.0796772611061101,29030410.084011216,-0.97664783,53.53159768,11451708.91386496,364350000.0
Chintai,CHEX,0.0290461834404639,29014867.43008336,-1.66859143,-33.71917122,692350.56465852,998921854.5546705
Animecoin,ANIME,0.0052100652064046085,28856491.410256166,-9.12432302,-19.01733703,7083108.28954515,5538604656.0
Mey Network,MEY,0.10110627718628981,28745453.176666502,-4.59781629,18.22832758,119032.82275154,284309283.03
Wojak,WOJAK,0.028696689882558725,28695417.89345764,-7.0161836,23.08001859,4520858.96652674,999955674.71
Reserve Dollar,RSV,0.9872827116418055,28483764.541105386,0.15022288,1.36829688,0.0,28850666.79
MetYa,MY,0.13508125829065698,28393246.156550203,-0.56574657,1.91961236,12614790.70841984,210193823.45
Firo,FIRO,1.5716339888397168,28364910.415356923,1.19290958,-22.65766794,517965.13990384,18048038.29439815
MEET48,IDOL,0.027080452406235675,28336985.39788501,-8.81830791,-20.98660099,8529248.53546121,1046400000.0
UNIPOLY,UNP,0.1292497494236906,28335422.56615569,0.23619311,-2.02987916,239176.0454407,219230000.0
Cheelee,CHEEL,0.4984273181505569,28324685.19902862,-2.20749937,-5.77905217,1796623.91060724,56828115.48959432
Cartesi,CTSI,0.03175927618401061,28290174.549275875,-7.69374419,-14.45546117,2893303.58400967,890768869.7111657
Sonic SVM,SONIC,0.06655739145764938,28284057.306233726,-11.00128157,-15.29183304,29131013.42163324,424957419.25569504
Dymension,DYM,0.06607225373571708,28251078.315405484,-8.64270452,-15.17837441,4378794.07993008,427578548.0
Bifrost,BFC,0.02034590214634526,28212412.53549271,0.53469021,-4.9777895,1373024.53695246,1386638564.0
Zerebro,ZEREBRO,0.02804478875604114,28043436.085971687,-6.06894348,-5.11828994,6441880.16624753,999951767.507282
SpaceN,SN,0.6975947743380005,27910766.9212634,-20.66632801,-46.06593819,15591.40567708,40010000.0
BSquared Network,B2,0.5923123702780481,27779595.282571174,-0.35953509,-10.84719304,20446155.9261899,46900245.0
Baby Shark Universe,BSU,0.16503777214936674,27726345.721093614,3.58546273,10.9369883,45495965.73744606,168000000.0
Caldera,ERA,0.18641430770976108,27682524.69489952,-7.10749669,-18.17506607,12388636.85595701,148500000.0
Vine Coin,VINE,0.02767185346252024,27671690.309272226,-4.80843928,-3.929894,6450279.48561695,999994104.0
Celer Network,CELR,0.0035340441218205594,27577645.095385097,-4.51045853,-12.48300981,2855199.88587669,7803424106.9912
Phala Network,PHA,0.03364853417001087,27556654.272140685,-9.25295411,-19.45377032,7826480.59041486,818955563.7969053
DORA,DORA,0.027815257140852034,27539485.259667326,-1.15079757,-3.22153723,348387.47598643,990085589.366
Electronic USD,eUSD,0.999645528503534,27484964.90864693,-0.01768798,-0.04582554,794.83824058,27494711.0
Dogelon Mars,ELON,4.981435345458574e-08,27380597.37002166,-4.17380846,-13.63032881,4591909.12424744,549652770159583.3
saffron.finance,SFI,299.25700078446937,27359119.366599157,-3.01130953,-2.07921588,18312.79687693,91423.48982607
BOB (Build on Bitcoin),BOB,0.012320437870684927,27351372.07292054,0.31572797,-24.95518257,142556365.42372,2220000000.0
StrikeX,STRX,0.031289371549241655,27305639.857813615,-0.50521282,-6.32637934,16969.24058323,872680993.7630533
dKargo,DKA,0.005454315286211391,27271576.431056954,-4.57089237,-16.80067127,1206888.88867347,5000000000.0
Adshares,ADS,0.703384293083156,27249136.17264599,-2.69246135,-7.27883127,1245438.21186926,38740040.743879
Smooth Love Potion,SLP,0.0007499956203943738,27229322.88014391,-5.44613155,-13.20768908,2616038.17993913,36305975848.0
Elastos,ELA,1.178751706412742,27156700.656982616,-1.12766937,-0.24105397,787281.60790707,23038525.0
Talus Network,US,0.012324124556967903,27113074.025329385,-6.47984363,-19.56747301,43951396.11663952,2200000000.0
aixbt,AIXBT,0.027112165887156404,27082745.59166562,-7.91979105,-27.659367,16620556.24915027,998914867.3841392
GameBuild,GAME,0.0014628056705845776,27045611.294183895,-7.16806894,-17.05968532,1701492.74380612,18488861397.0
Ore,ORE,64.60736475086415,26859614.93155413,-11.47353786,-31.7550377,1207869.40469992,415736.11669705
Aura,AURA,0.027878627518770644,26855164.6300506,-10.21858057,-16.66978797,1355372.08641854,963288620.0
QuarkChain,QKC,0.0037237494514244292,26777683.43234844,-4.76189245,-11.21945489,1193708.24250392,7191054012.0
Uquid Coin,UQC,2.6614539886276436,26614539.886276435,-1.34213956,-10.10836638,10005.31735739,10000000.0
Echelon Prime,PRIME,0.7413738921755878,26521791.740240622,-8.64277689,-24.91233298,1141340.5128109,35773841.0
SMART,SMART,0.0039370577365681215,26458721.349766735,-2.06492146,22.97989329,511160.01799572,6720430108.0
StakeStone,STO,0.11740475087062927,26455203.823713545,-2.76589164,-0.66953452,18453478.33162171,225333333.0
Yei Finance,CLO,0.20250028744596962,26142787.109274678,0.14237017,-38.22120245,4743328.11772023,129100000.0
Definitive,EDGE,0.1287131915368351,26131954.53290579,-4.69770579,-14.1072393,1216732.40537367,203024680.07272866
Bitcoin Diamond,BCD,0.14002186685614015,26113083.726790696,-0.49109216,67.16148072,0.0,186492897.953
Cookie DAO,COOKIE,0.0410802019102728,26107151.14909452,-9.08240347,-19.98365207,8147412.3313917,635516622.0
Pocket Network,POKT,0.011440751446277094,26073844.55164672,-3.33876912,-15.47261651,905908.01836517,2279032515.834556
ArcBlock,ABT,0.26352710664575074,25971730.96016206,-9.6381917,-21.23925405,360710.2085402,98554305.44029327
B3 (Base),B3,0.0008241538350689464,25855336.94418614,-4.84262758,-16.25824878,1809479.55026717,31371979167.0
Wiki Cat,WKC,4.720341821552604e-08,25765602.064534433,-6.01316044,-16.81948582,351205.02290817,545841869902118.0
Magma Finance,MAGMA,0.13479664444520495,25611362.44458894,-8.97530985,34.06688824,6071603.31850651,190000000.0
Coreum,COREUM,0.0665516272740796,25608536.956525747,-1.52117978,-2.21347533,160074.70920319,384792048.0
SPDR S&P 500 Tokenized ETF (Ondo),SPYon,673.6660926729288,25607450.5026445,-0.92691587,-1.38075443,3223085.351856,38012.08162495
Banana Gun,BANANA,6.313730683097046,25288629.580512058,-8.69362341,-17.90101313,5307256.09525677,4005338.65788956
Hey Anon,ANON,1.8794599132182996,25206237.55630287,9.87884673,88.27699386,2795198.57431495,13411426.005432
Degen,DEGEN,0.0012126194027498528,25167186.15579122,-10.10655004,-21.53864472,10278610.57451726,20754398369.941696
Hippo Protocol,HP,0.020063553447190404,25146041.552220263,-3.40518942,-20.1825132,340553.82439111,1253319439.0718253
Pixels,PIXEL,0.008001881264842666,25087090.707025725,-6.49219948,-17.38874785,5322653.27532842,3135149082.66
MediBloc,MED,0.002353047523197104,25045936.239004347,-5.39110486,-12.19578231,556955.92258939,10644041819.0
Railgun,RAIL,1.8627792763637774,24877196.030413006,-1.19241542,-26.22601811,2639742.9320222,13354881.24979269
Wirex Token,WXT,0.0024797420830338685,24797420.830338687,-2.65249888,0.83494241,261295.73654597,10000000000.0
ChainGPT,CGPT,0.028598895859484236,24775414.55562335,-7.04898326,-19.16449351,7148110.83784144,866306681.1164001
Mira,MIRA,0.11568412413967905,24758803.358519588,-6.78788092,-17.44503497,7257325.18773927,214020753.0
Hyperlane,HYPER,0.12023236118578612,24733538.602326337,-9.86022135,-19.34011588,17707360.8326811,205714487.83333334
Isiklar Coin,ISIKC,0.24718762043688025,24718762.043688025,-0.03268706,0.06258637,453066.16281242,100000000.0
Pepecoin,PEP,0.00024399545948415425,24594181.126445934,-0.48290669,-13.23261783,119244.81550766,100797700000.0
Moonriver,MOVR,2.360284897839606,24537113.468653217,-6.76994722,-19.58511772,3135547.5479328,10395827.0
Wilder World,WILD,0.05165863026207517,24368946.06029979,24.89324421,10.73085792,1051930.55120297,471730395.03120714
Moonbeam,GLMR,0.023529199452339295,24343034.344110645,-7.31797577,-23.15545928,4078148.32993072,1034588295.0
MAP Protocol,MAPO,0.0039555620277785955,24300255.20928592,-1.58791835,-7.27892223,670977.45477853,6143312894.257077
Sophon,SOPH,0.012136027951677916,24272055.903355833,-11.44106932,-18.04409027,15420878.1865246,2000000000.0
Clearpool,CPOOL,0.028510171195202647,24132344.749482993,-6.77656336,-20.57978047,3021406.77860473,846446855.2031598
Electroneum,ETN,0.0013388247931264273,24071825.584875938,0.02193376,-2.3613185,734158.56877747,17979817604.56
SuperWalk,GRND,0.03332747764697916,23934341.201358065,0.18214772,-0.39029105,1280170.33964624,718156394.9988127
MetaMask USD,mUSD,0.9998354789151058,23859673.045118887,0.00955171,0.00160391,6318890.77889781,23863599.110334
Orchid,OXT,0.023744876261670038,23678738.100819148,-5.4525239,-12.73282852,2432614.12720393,997214634.4279902
Act I : The AI Prophecy,ACT,0.02486145430617004,23574692.691025212,22.52227086,26.39731273,66806312.16749419,948242705.382465
LAB,LAB,0.10220925364210069,23549012.039139997,-4.48174854,-13.68887844,4819581.24937116,230400000.0
Circle tokenized stock (xStock),CRCLX,79.5882192306667,23446557.407588184,-3.93438572,-7.21746447,32507588.05924977,294598.34174244
JOE,JOE,0.05788170095187189,23301684.72257385,-9.20243121,-15.77843993,3237498.01620657,402574291.0
Catizen,CATI,0.06033326228478661,23088538.00456717,-1.13870717,-0.85150123,4401363.48070395,382683401.0
Devve,DEVVE,0.23871382787911302,23022450.569924094,-5.84257137,-21.45652774,1264813.91354703,96443724.16323902
IXS,IXS,0.127841968422194,23011554.31599492,-6.91752884,-26.33549251,190562.87106584,180000000.0
Oho,OHO,0.0009500463606693503,22918819.962883607,-0.33131155,-4.33364498,116604.28191554,24123896382.0
Resolv,RESOLV,0.06741857576945687,22683481.13371683,-5.26859565,-12.92868971,9720515.14960865,336457435.87471765
Renzo,REZ,0.004427412442488285,22623946.53129326,-6.20879836,-17.46852834,5495673.73669845,5109970400.358318
Ika,IKA,0.00753360219585529,22600806.58756587,-3.87408105,47.29907161,22490153.81367911,3000000000.0
Freysa,FAI,0.0027593928924588974,22598599.971370634,-14.49298279,-29.7165766,1000522.03968134,8189700000.0
NUMINE,NUMI,0.1363292605277129,22594306.27724397,-7.41085587,52.13432958,1351178.1300652,165733359.0
Inverse Finance,INV,31.085454595350686,22557253.663757972,-2.20421576,-4.64105323,69551.71867132,725653.00901637
OLAXBT,AIO,0.09792599693737736,22547460.794831138,-1.97291938,10.62147877,2230479.87913897,230250000.0
BENQI,QI,0.003098238622211624,22307318.079923693,-5.10000002,-12.79042654,1036991.29834957,7200000000.0
WazirX,WRX,0.05839984586872186,22300382.488683194,1.28445511,-15.70092158,29772.76000252,381856872.3419691
Realio Network,RIO,0.14747986851510633,22217730.073451817,-4.11747413,-18.21928581,1341782.83180308,150649239.77184087
Coin98,C98,0.022110174914779762,22110151.035790853,-7.66794146,-19.38750172,6635877.49870207,999998920.0
Verasity,VRA,0.0002373616504406941,22093918.43815824,-4.99004131,-7.01591907,2460471.18192265,93081247106.0
Janction,JCT,0.0019056227671615457,21902632.57864007,-2.35078471,-8.37183138,4095741.64557022,11493687500.0
Boundless,ZKC,0.09799669928624388,21723069.348031953,-7.24650429,-25.00699419,19948321.26066269,221671439.0
Solend,SLND,0.21692007689398252,21692007.68939825,-0.82189327,-5.19203704,344.92433394,100000000.0
Solv Protocol,SOLV,0.014535398618338306,21550181.991548374,-1.0675202,-4.17567142,5719894.86641022,1482600000.0
NVIDIA tokenized stock (xStock),NVDAX,171.64844709289633,21448055.13990129,-3.14782282,-4.60701645,14410846.53267334,124953.38876147
Energy Web Token,EWT,0.7115210536365667,21389844.10432787,-11.59181207,8.07395793,691081.84596077,30062138.0
Chainbase,C,0.08638499419702404,21226027.083850913,1.16451914,10.85600322,19536327.27925072,245714285.0
Rayls,RLS,0.014150070859907472,21225106.28986121,0.79131577,1.22881303,1840861944.0707898,1500000000.0
MovieBloc,MBL,0.001116561285869496,21225704.11189793,-4.60724305,-11.28666236,2728284.7884738,19009887214.0
THENA,THE,0.17588397300334216,21200314.081310317,-1.31978573,-2.78910133,15071256.84409027,120535792.54152662
AO,AO,5.9981020300696635,21088895.894056115,-4.40031276,-14.71343292,3205662.93607363,3515928.17
iShares Core S&P 500 Tokenized ETF (Ondo),IVVon,676.3628677007687,21069713.384444214,-1.01792574,-1.45140967,5493.21327715,31151.49336342
Dent,DENT,0.0002100960159840658,21009601.59840657,-5.25783858,-10.36862386,1960355.56405094,99999999999.99994
DOGS,DOGS,4.0653344598022594e-05,21007615.821028177,-4.47565214,-15.40170487,8383198.36750322,516750000000.0
Gods Unchained,GODS,0.05113398428288643,20995116.535709925,-8.36979899,-17.97394331,1067552.46084127,410590272.402
Ampleforth Governance Token,FORTH,1.462832923678135,20982223.25874112,-7.04353044,-15.0462436,1953413.55849452,14343554.15380151
Acet,ACT,0.016598589772392303,20881607.63124809,-0.25091479,-9.20986171,29849.26515247,1258035045.0
GeorgePlaysClashRoyale,CLASH,0.02085946770857424,20859256.8080097,1.87204602,-1.25543747,593575.33897002,999989889.456074
Everlyn AI,LYN,0.0814044274016575,20810111.41262854,0.1045317,21.61531302,3765759.25999239,255638570.0
Radix,XRD,0.0015595967856800357,20768386.166065004,2.92694832,-12.39931858,237418.76398602,13316509983.065464
Allora,ALLO,0.10304800882959413,20661125.77033362,-5.62458839,-27.75988412,18534293.80215842,200500000.0
Holoworld AI,HOLO,0.05933961573422951,20613171.766046867,-8.17357572,-20.97955683,17547496.82542351,347376226.0
FLock.io,FLOCK,0.08174941836016836,20600076.092717964,-5.89961469,-25.58134484,2865258.48876355,251990491.25901988
Vulcan Forged (PYR),PYR,0.4573541608006473,20550499.195709225,-7.48191159,-13.93054272,4851976.06091207,44933447.54912338
LOOK,LOOK,0.02227221297283947,20543351.394476045,-11.33130895,14.81449661,922689.90048088,922375851.0
Limitless,LMTS,0.15633544693847837,20573538.454313796,-15.9003656,-31.26469839,2563845.35444021,131598680.0
Maverick Protocol,MAV,0.025896299925299404,20528443.01924252,-7.72104303,-14.47394624,4103037.22713827,792717225.1811638
Ancient8,A8,0.04614467626458109,20459801.821054757,-10.2990868,-21.63545572,5739460.32480164,443383798.03
Adventure Gold,AGLD,0.236082271962814,20447085.81078159,-8.3312548,-15.39678392,6884644.45765482,86610001.0
Wecan Group,WECAN,0.003406939333583864,20441636.001503184,22.45894439,-2.2387051,49599.55552651,6000000000.0
Roam,ROAM,0.06175581856042688,20433739.964796863,-5.78125216,-20.61411889,7491948.84953666,330879590.638133
APRO,AT,0.08170652559212373,20426631.398030933,-0.25603312,-28.32566561,23085104.15528621,250000000.0
Cetus Protocol,CETUS,0.023081646411670053,20413876.413086686,-7.40520602,-16.86542986,4763363.19472438,884420290.0
Bless,BLESS,0.01107604191438984,20398346.933515176,-18.61785808,-16.24018527,4260894.74616218,1841663934.7503667
Santos FC Fan Token,SANTOS,1.519572710973604,20354455.04890553,-1.23112786,-21.41551279,6132685.95190234,13394854.291549
Invesco QQQ Tokenized ETF (Ondo),QQQon,603.0898320216611,20220445.1276836,-1.55723616,-2.83338874,2480812.67654251,33528.08164565
WalletConnect Token,WCT,0.06643394324283636,20196567.27397619,-7.61539216,-19.08035696,11991931.44264131,304009762.0
INFINIT,IN,0.0720549942880073,20089332.672989704,-4.69329107,-13.97849827,5194388.24813091,278805555.0
Helium Mobile,MOBILE,0.00022284550253091483,19895646.465960074,-4.10449042,-9.19818366,697829.23228951,89280000000.0
Newton Protocol,NEWT,0.09250384824987529,19888327.373723187,-7.14885309,-15.04067745,5395521.69216054,215000000.0
Autonolas,OLAS,0.08635389925975029,19852287.44413916,-2.66203969,-16.28699534,248074.85421837,229894511.01013973
Simon's Cat,CAT,2.6225985906178566e-06,19844397.12427343,-10.01603543,-16.34578647,5529019.4202241,7566692514540.816
Delysium,AGI,0.012437181314172133,19816074.572781388,-5.3631217,-25.3687877,1539280.09074762,1593293051.8751082
Bertram The Pomeranian,BERT,0.020453404464302584,19773315.22571077,-10.66301288,-5.71952212,1768627.31528221,966749338.0
Fusionist,ACE,0.23423511023529678,19700782.200230885,-5.39173367,-5.64586516,22545302.86756315,84106871.0
Comtech Gold,CGO,139.312722910598,19643093.930394318,0.05779591,2.96712077,1041391.01889488,141000.0
PlaysOut,PLAY,0.030995909100446677,19537754.723645493,0.5025869,-7.31870614,4695721.15657749,630333334.0
Naoris Protocol,NAORIS,0.03253467728617246,19496730.710511707,-11.13942077,12.14635796,2528034.82154023,599260000.0
Origin Protocol,OGN,0.029925519369910888,19480552.65026781,-3.89522807,-14.69920317,3550187.9163071,650967905.0
Nasdaq tokenized ETF (xStock),QQQX,602.8912388357382,19414299.9597391,-1.5848196,-3.09866868,3255121.85410852,32201.99384093
AllUnity EUR,EURAU,1.1745676399448444,19299207.346479986,0.16682607,0.49483316,1943604.98575685,16430903.33
Boba Network,BOBA,0.03903085344525742,19264883.849339966,-4.04814801,-9.97870123,2568999.11850171,493580902.0
Velodrome Finance,VELO,0.021036212796963615,19252394.77371143,-7.90812122,-22.0865414,3296479.50038277,915202511.0
MetaMUI,MMUI,0.04027415861502003,19180426.71838071,-0.03309501,-1.06302938,553825.73694694,476246491.0
Solidus Ai Tech,AITECH,0.010939432166634611,19179301.66937256,-5.11155182,-17.49806962,6659708.94658269,1753226436.0
Starpower,STAR,0.1032088659213221,19178254.625306066,-0.85910653,-2.28802805,225129.41674956,185819836.83384314
Alchemix,ALCX,7.6238685155466435,19128475.94218293,-5.70419494,-17.62973027,1553252.40992306,2509024.90030829
aPriori,APR,0.10325421759504436,19102030.255083207,0.75513073,-18.54592559,8831617.67909861,185000000.0
SaucerSwap,SAUCE,0.021879852940929246,19060331.892947745,-1.52077278,-14.42016995,247780.87767034,871136197.505825
Saga,SAGA,0.05743909340301154,19028173.749201573,-7.07955026,-14.24994234,8385836.67221907,331275663.0
PePeonTron,PEPEONTRON,0.018991076931748056,18991018.059409566,-3.73055404,-5.6786589,270978.24588762,999996900.0
ZUSD,ZUSD,0.9937588019185635,18893713.014108844,-0.61918964,-0.60166773,14680.61328404,19012373.0
Nomina,NOM,0.006493005808255072,18829716.84393971,-11.53398013,-27.39486749,11389121.35168147,2900000000.0
FUNToken,FUN,0.0017411086120851533,18814770.77136567,-5.19949668,-13.51300204,3711340.90027094,10806201658.398026
AVA (Travala),AVA,0.2640348798913919,18761159.980029345,-5.319757,-13.88891209,5882479.08564033,71055612.0
ResearchCoin,RSC,0.14435458711153135,18701583.140551295,-7.17325105,-18.86024193,661928.13375106,129553092.24847884
Artificial Liquid Intelligence,ALI,0.0020472419627328093,18666938.89327987,-10.73687691,-20.2805813,385868.51833991,9118091184.669674
Bone ShibaSwap,BONE,0.08113954079032447,18655875.086513262,-5.03912333,-12.46362122,1540974.40048101,229923350.6228802
Wayfinder,PROMPT,0.04846805925312392,18634324.89166046,-5.84161131,-1.65937493,7432828.74143401,384466083.0
DIAM,DIAM,0.01045382975096984,18611434.31250586,0.48903279,-5.60832424,301742.99966766,1780346031.6329725
STBL,STBL,0.03706830425066401,18534152.125332005,-18.51833175,-33.62277654,6918522.72595426,500000000.0
